Wall time,Step,Value
1506944189.4796922,50,0.5239717364311218
1506944353.211419,100,0.5068264007568359
1506944516.6249154,150,0.5002542734146118
1506944680.4542203,200,0.4940592348575592
1506944844.1920102,250,0.49135130643844604
1506945009.8468075,300,0.48489129543304443
1506945174.2688577,350,0.4846894443035126
1506945339.2207134,400,0.4783211350440979
1506945506.1665096,450,0.4864881634712219
1506945673.2793584,500,0.47970470786094666
